Servidor;IDEN1;EXT1;AMO1;IM1;INTEG1;INTRO1;IDEN2;IM2;EXT2;INTEG2;INTRO2;AMO2;INTRO3;IDEN3;IM3;EXT3;AMO3;INTEG3;MPS1;MPS2;MPS3;MPS4;MPS5;CP1;CP2;CP3;CP4;CV1;CV2;CC1;CV3;CV4;CV5;CC2;CV6;CC3;CV7;CC4;CN3;CV8;CV9;CC5;SV1;SV2;SV3;SV4;SV5;Sexo;Ano;Escolaridade;Salario;Tempo;Area;Esfera;Poder;Carimbo
Sim;4;4;1;3;5;1;4;5;4;2;2;1;1;5;5;5;1;5;5;4;4;4;1;5;5;3;5;5;5;2;2;5;5;4;4;1;5;1;1;5;5;1;5;5;5;5;5;Feminino;1966 a 1975;Mestre;Mais de 15 salários mínimos;Entre 11 e 15 anos;Fiscal;Estadual;Executivo;2020-01-08 22:21:39.000
Sim;1;2;1;3;4;4;4;4;4;5;5;1;3;3;4;5;1;4;5;4;3;3;3;2;1;3;3;4;5;1;2;3;5;4;4;4;4;2;2;4;5;1;5;5;5;5;5;Feminino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 10 e 14 salários mínimos;Entre 11 e 15 anos;Outros;Estadual;Executivo;2020-01-08 22:30:38.000
Sim;4;2;1;2;3;1;3;2;2;3;1;1;2;2;2;5;1;2;5;4;4;2;4;4;1;2;3;4;4;1;2;3;1;3;4;2;4;1;4;5;4;1;4;4;4;4;3;Feminino;1966 a 1975;Mestre;Entre 10 e 14 salários mínimos;Entre 16 e 20 anos;Administrativa;Federal;Executivo;2020-01-08 22:31:01.000
Sim;3;2;4;1;1;3;1;3;1;3;4;5;1;3;4;2;3;2;5;3;3;2;2;5;4;5;4;4;3;3;1;3;3;3;2;5;2;4;4;5;3;3;1;3;4;2;1;Masculino;1966 a 1975;Mestre;Entre 10 e 14 salários mínimos;Entre 6 e 10 anos;Saúde;Federal;Executivo;2020-01-08 22:32:53.000
Sim;2;2;1;2;5;3;3;5;2;5;3;1;2;4;5;3;1;5;5;4;3;3;3;3;3;3;3;5;3;2;1;3;4;4;3;2;3;2;2;5;2;1;4;4;5;4;3;Masculino;1966 a 1975;Mestre;Mais de 15 salários mínimos;Acima de 35 anos;Fiscal;Federal;Executivo;2020-01-08 22:40:01.000
Sim;3;1;1;5;5;5;5;4;1;5;4;2;3;5;5;3;1;2;5;4;3;4;4;4;3;3;5;4;5;1;5;4;5;4;5;3;4;3;3;5;5;1;4;1;3;3;3;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 16 e 20 anos;Fiscal;Estadual;Executivo;2020-01-08 23:00:28.000
Sim;3;5;2;1;3;1;1;3;2;4;3;1;1;1;2;3;2;4;4;4;4;4;4;4;4;4;4;4;4;3;2;3;4;3;3;3;4;1;3;3;3;1;4;4;5;4;4;Feminino;1986 a 1995;Superior;Entre 1 e 4 salários mínimos;Entre 11 e 15 anos;Administrativa;Estadual;Executivo;2020-01-08 23:33:17.000
Sim;3;4;1;5;5;4;5;5;3;5;4;1;3;5;5;5;1;5;5;5;3;4;5;4;4;4;3;5;5;2;1;2;5;3;5;2;3;3;3;5;5;1;5;5;5;5;5;Feminino;1956 a 1965;Superior;Mais de 15 salários mínimos;Entre 31 e 35 anos;Fiscal;Estadual;Executivo;2020-01-08 23:50:21.000
Sim;1;1;1;4;5;1;4;5;3;4;5;2;2;4;4;5;1;3;5;5;3;5;4;5;5;5;5;5;3;3;4;3;5;5;4;3;4;4;3;3;3;4;3;3;4;3;4;Feminino;1966 a 1975;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 31 e 35 anos;Fiscal;Estadual;Executivo;2020-01-09 00:00:21.000
Sim;4;4;3;2;3;3;2;2;4;2;3;5;3;2;1;4;3;3;5;3;3;1;1;3;3;3;3;1;1;5;1;1;1;3;1;5;1;5;5;3;1;4;3;4;4;4;3;Feminino;1976 a 1985;Doutor;Entre 5 e 9 salários mínimos;Entre 11 e 15 anos;Saúde;Estadual;Executivo;2020-01-09 05:48:29.000
Sim;5;4;1;3;3;4;4;3;3;3;4;1;1;5;5;5;1;3;4;3;4;3;4;4;3;4;4;3;4;1;4;5;5;1;5;1;5;1;4;5;4;1;5;5;5;5;4;Masculino;1956 a 1965;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 26 e 30 anos;Direito;Estadual;Judiciário;2020-01-09 06:04:41.000
Sim;2;2;1;1;2;1;2;3;2;2;4;1;3;3;3;5;1;3;5;4;3;4;2;4;3;4;5;4;2;2;1;2;3;3;3;2;3;3;4;4;3;1;3;2;2;2;2;Feminino;1956 a 1965;Pós-graduado (Lato Sensu);Entre 10 e 14 salários mínimos;Acima de 35 anos;Outros;Estadual;Judiciário;2020-01-09 06:39:14.000
Sim;5;3;1;5;5;3;3;5;3;5;3;4;3;4;5;4;2;4;5;5;4;4;5;5;4;5;4;5;5;1;1;3;5;3;3;3;4;4;1;5;3;1;5;5;5;5;5;Feminino;1956 a 1965;Superior;Mais de 15 salários mínimos;Acima de 35 anos;Fiscal;Estadual;Executivo;2020-01-09 07:33:26.000
Sim;2;2;1;5;5;2;3;5;5;5;5;1;4;5;5;5;4;5;5;5;5;4;3;5;2;3;2;5;5;3;4;3;4;4;3;3;3;3;3;3;2;3;4;3;5;5;3;Feminino;1956 a 1965;Pós-graduado (Lato Sensu);Entre 10 e 14 salários mínimos;Entre 31 e 35 anos;Administrativa;Estadual;Executivo;2020-01-09 08:17:28.000
Sim;4;4;2;4;2;1;2;3;3;2;2;2;1;3;2;3;1;1;5;4;1;3;4;3;3;3;3;3;1;2;1;2;3;3;2;2;3;3;4;4;2;1;3;3;4;4;2;Masculino;1956 a 1965;Mestre;Mais de 15 salários mínimos;Entre 26 e 30 anos;Fiscal;Estadual;Executivo;2020-01-09 08:35:45.000
Sim;1;2;1;2;4;1;2;4;4;2;2;1;3;2;3;4;3;3;5;4;5;2;4;2;4;4;4;4;1;2;1;2;2;4;2;4;4;2;2;4;2;1;2;4;4;2;2;Masculino;1956 a 1965;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 21 e 25 anos;Outros;Municipal;Executivo;2020-01-09 08:40:29.000
Sim;4;5;1;5;5;3;4;5;5;5;3;1;4;5;5;5;1;4;5;5;5;4;3;5;4;4;4;4;5;2;2;4;5;4;5;3;5;1;1;5;5;1;4;5;5;5;4;Feminino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 1 e 4 salários mínimos;Entre 6 e 10 anos;Administrativa;Estadual;Executivo;2020-01-09 09:02:04.000
Sim;4;4;1;3;3;1;4;5;4;5;4;1;1;4;4;5;1;5;5;5;4;4;4;4;4;4;5;5;4;4;1;4;5;4;4;1;5;1;4;5;4;1;4;4;4;4;5;Feminino;1976 a 1985;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 21 e 25 anos;Administrativa;Estadual;Executivo;2020-01-09 09:13:10.000
Sim;4;4;1;5;4;1;4;5;1;5;5;2;1;4;1;5;1;4;5;4;4;2;4;4;4;4;4;5;4;1;2;4;4;3;4;2;4;2;5;4;4;1;4;5;5;5;4;Feminino;1956 a 1965;Pós-graduado (Lato Sensu);Entre 10 e 14 salários mínimos;Entre 26 e 30 anos;Outros;Estadual;Judiciário;2020-01-09 09:16:19.000
Sim;4;2;2;4;4;4;3;3;2;2;3;3;4;4;4;3;3;4;4;4;4;4;4;4;3;3;3;4;3;3;1;1;3;3;3;3;4;2;4;5;3;1;3;4;4;4;3;Masculino;1966 a 1975;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 11 e 15 anos;Fiscal;Estadual;Executivo;2020-01-09 10:55:19.000
Sim;2;2;2;2;1;1;1;1;4;2;2;2;1;2;2;5;2;1;4;3;4;2;3;3;4;4;4;4;3;2;1;2;3;2;2;2;2;4;4;4;2;2;3;4;4;4;3;Feminino;1956 a 1965;Mestre;Entre 10 e 14 salários mínimos;Entre 6 e 10 anos;Educação;Estadual;Executivo;2020-01-09 10:56:55.000
Sim;2;2;2;3;4;3;4;4;2;3;3;2;1;4;3;2;2;2;5;5;5;4;4;5;1;3;1;4;3;3;2;2;3;2;3;3;4;2;5;5;2;1;3;4;4;4;5;Masculino;1986 a 1995;Superior;Entre 1 e 4 salários mínimos;Entre 0 e 5 anos;Fiscal;Estadual;Executivo;2020-01-09 11:13:50.000
Sim;3;2;4;2;2;2;2;1;1;2;4;5;5;4;3;5;3;2;5;3;3;4;2;5;5;5;5;4;1;5;1;1;2;2;2;4;1;5;5;4;1;5;2;2;2;2;1;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 0 e 5 anos;Administrativa;Municipal;Executivo;2020-01-09 13:53:52.000
Sim;2;2;1;3;3;1;5;4;4;5;3;1;5;5;3;5;1;3;5;4;5;2;5;4;4;5;4;4;5;2;1;4;5;2;5;2;5;2;1;5;4;1;5;4;3;4;2;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 10 e 14 salários mínimos;Entre 0 e 5 anos;Fiscal;Municipal;Executivo;2020-01-09 14:12:11.000
Sim;2;3;1;3;3;1;3;3;3;3;1;1;1;3;3;3;1;3;3;3;3;2;3;3;2;2;3;3;3;2;1;3;3;3;3;1;3;1;1;3;3;1;3;3;3;3;3;Masculino;1956 a 1965;Mestre;Mais de 15 salários mínimos;Entre 11 e 15 anos;Administrativa;Municipal;Executivo;2020-01-09 14:16:57.000
Sim;2;1;1;5;3;4;3;5;1;2;4;2;2;3;3;1;1;3;5;4;3;5;5;4;4;4;5;5;5;1;3;2;4;2;4;3;4;1;3;5;2;1;3;5;5;5;4;Masculino;1956 a 1965;Técnico;Entre 5 e 9 salários mínimos;Entre 0 e 5 anos;Outros;Municipal;Executivo;2020-01-09 14:41:28.000
Sim;4;4;1;5;5;1;4;4;2;5;1;1;4;4;4;4;1;5;5;5;5;4;4;5;5;5;5;5;5;1;2;5;5;4;5;2;3;1;1;4;4;1;5;5;4;4;2;Masculino;1976 a 1985;Superior;Entre 5 e 9 salários mínimos;Entre 0 e 5 anos;Administrativa;Municipal;Executivo;2020-01-09 14:43:15.000
Sim;4;2;1;5;4;1;4;4;4;4;4;1;4;5;4;5;2;3;4;3;2;3;4;4;5;4;5;4;4;1;1;4;4;5;4;2;4;2;4;5;2;1;1;4;4;4;2;Feminino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 1 e 4 salários mínimos;Entre 6 e 10 anos;Administrativa;Municipal;Executivo;2020-01-09 15:16:44.000
Sim;1;1;1;1;5;1;5;5;1;5;5;1;4;5;5;1;1;5;5;5;5;3;5;5;4;5;5;5;5;1;1;5;5;5;5;1;5;1;1;5;4;1;5;5;5;5;5;Feminino;1966 a 1975;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 11 e 15 anos;Direito;Municipal;Executivo;2020-01-09 19:44:10.000
Sim;4;3;1;3;4;1;3;4;4;4;4;1;4;4;3;4;1;4;5;5;4;4;4;5;5;5;5;4;4;1;2;4;4;2;4;4;4;4;4;4;4;1;4;4;4;4;4;Feminino;1986 a 1995;Superior;Entre 5 e 9 salários mínimos;Entre 0 e 5 anos;Administrativa;Municipal;Executivo;2020-01-10 01:55:18.000
Sim;4;1;1;5;4;3;4;4;2;4;4;3;4;4;4;4;3;4;5;4;4;4;4;4;4;4;4;4;5;4;3;4;5;5;4;3;4;3;4;4;4;1;3;3;3;3;4;Feminino;1976 a 1985;Superior;Entre 1 e 4 salários mínimos;Entre 0 e 5 anos;Fiscal;Municipal;Executivo;2020-01-10 07:49:51.000
Sim;5;4;1;5;4;5;5;4;4;4;4;3;4;4;4;5;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;4;4;2;4;4;5;5;4;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 1 e 4 salários mínimos;Entre 6 e 10 anos;Administrativa;Municipal;Executivo;2020-01-10 08:01:45.000
Sim;4;3;1;3;4;3;1;2;2;2;3;3;4;4;4;4;4;4;5;5;5;5;5;4;5;5;5;5;5;1;3;5;5;3;5;5;4;3;4;5;5;1;4;3;3;2;3;Masculino;1966 a 1975;Superior;Entre 1 e 4 salários mínimos;Entre 11 e 15 anos;Educação;Estadual;Executivo;2020-01-10 09:57:54.000
Sim;3;3;1;2;3;4;2;2;4;4;2;2;4;4;5;4;1;5;5;4;5;4;4;5;5;5;5;4;5;1;5;4;5;4;5;1;4;1;4;5;4;1;4;4;5;5;5;Feminino;1956 a 1965;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 16 e 20 anos;Educação;Estadual;Outro;2020-01-10 10:06:02.000
Sim;1;2;1;5;4;1;4;5;4;4;5;1;3;4;5;4;1;1;5;4;5;4;5;5;1;1;2;5;5;1;1;3;5;5;5;4;5;1;1;5;5;1;4;5;5;5;5;Masculino;1966 a 1975;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 0 e 5 anos;Direito;Municipal;Executivo;2020-01-10 14:11:46.000
Sim;5;5;1;5;5;2;2;5;5;5;5;1;1;5;5;5;1;5;5;5;5;5;5;5;2;3;2;2;2;3;2;5;5;5;5;1;4;2;5;5;4;1;3;2;2;3;3;Feminino;1966 a 1975;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 16 e 20 anos;Saúde;Municipal;Outro;2020-01-10 17:17:56.000
Sim;4;4;1;5;5;1;4;5;3;4;4;2;2;4;4;4;1;2;5;4;2;2;3;3;2;2;2;2;4;1;1;2;4;4;4;1;4;1;2;5;2;1;4;4;4;4;5;Feminino;1966 a 1975;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 16 e 20 anos;Saúde;Estadual;Executivo;2020-01-10 17:48:18.000
Sim;5;3;1;4;4;3;4;4;3;3;4;3;3;3;4;4;1;4;4;5;5;4;4;4;4;4;4;5;5;3;3;4;4;3;4;4;4;3;2;3;3;1;4;4;4;4;4;Feminino;1966 a 1975;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 0 e 5 anos;Fiscal;Municipal;Executivo;2020-01-10 22:46:47.000
Sim;3;4;1;4;5;1;4;5;2;4;1;1;3;5;5;4;1;4;5;3;3;3;4;4;5;3;3;4;4;1;1;4;5;5;5;1;5;1;2;5;3;1;5;4;5;5;4;Masculino;1966 a 1975;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 26 e 30 anos;Fiscal;Estadual;Executivo;2020-01-12 22:11:54.000
Sim;3;4;1;4;4;3;4;4;3;5;5;1;3;3;5;5;1;3;4;4;2;3;4;2;2;4;2;3;4;1;3;5;5;5;5;3;4;4;4;5;5;1;4;4;4;4;5;Masculino;1945 a 1955;Mestre;Mais de 15 salários mínimos;Entre 21 e 25 anos;Administrativa;Estadual;Executivo;2020-01-13 09:50:35.000
Sim;1;1;1;5;5;3;5;4;1;5;5;1;3;5;4;1;1;5;5;5;5;5;5;5;5;5;5;5;2;4;4;4;5;4;4;2;4;4;5;5;4;1;4;4;4;4;1;Masculino;1966 a 1975;Mestre;Entre 5 e 9 salários mínimos;Entre 16 e 20 anos;Educação;Estadual;Executivo;2020-01-16 08:34:43.000
Sim;4;5;1;1;3;4;1;2;4;4;3;1;1;3;2;5;1;3;5;3;4;5;5;5;3;4;3;5;4;1;2;3;4;3;3;3;3;3;2;5;4;1;3;4;4;4;3;Masculino;1966 a 1975;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 26 e 30 anos;Outros;Municipal;Outro;2020-01-16 09:26:06.000
Sim;3;1;5;4;5;5;5;3;2;5;5;3;5;5;5;5;2;5;5;2;3;5;5;4;4;1;2;5;5;1;2;5;5;4;4;4;4;2;2;5;4;1;4;4;5;5;4;Masculino;1986 a 1995;Superior;Entre 10 e 14 salários mínimos;Entre 11 e 15 anos;Segurança;Estadual;Executivo;2020-01-16 09:49:24.000
Sim;5;5;1;4;5;1;4;5;3;5;1;1;3;5;4;5;1;5;5;4;4;3;3;4;3;4;2;4;1;5;2;1;4;5;4;1;2;3;4;5;2;1;4;3;4;4;4;Feminino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 1 e 4 salários mínimos;Entre 11 e 15 anos;Saúde;Municipal;Executivo;2020-01-16 10:22:42.000
Sim;1;1;1;5;5;5;5;5;1;5;5;1;5;5;5;3;1;5;5;5;5;5;5;5;5;5;5;5;5;1;1;5;5;5;5;2;5;1;5;5;5;1;4;5;5;3;5;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 11 e 15 anos;Outros;Estadual;Executivo;2020-01-16 14:45:39.000
Sim;2;3;1;1;1;1;1;1;2;2;3;3;1;2;1;3;1;2;3;2;1;2;1;1;2;2;2;3;1;3;1;2;1;2;1;1;1;3;3;3;1;2;2;2;2;2;1;Masculino;1976 a 1985;Doutor;Entre 10 e 14 salários mínimos;Entre 6 e 10 anos;Educação;Federal;Executivo;2020-01-16 20:31:58.000
Sim;3;4;1;2;2;3;3;3;3;3;3;3;3;3;3;5;3;3;5;4;3;3;4;3;3;4;3;3;3;2;1;4;4;3;3;3;3;3;3;5;3;1;3;4;5;4;2;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 6 e 10 anos;Outros;Federal;Judiciário;2020-01-17 10:53:08.000
Sim;5;3;5;4;5;5;3;3;3;4;4;3;5;5;4;4;3;5;5;5;4;4;5;5;3;4;3;4;5;3;3;5;5;5;4;4;5;4;4;5;5;3;4;4;5;4;5;Masculino;1966 a 1975;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 16 e 20 anos;Outros;Estadual;Executivo;2020-01-20 12:29:48.000
Sim;5;4;2;1;1;1;1;1;4;1;1;2;1;4;1;5;2;1;2;2;2;1;1;2;1;3;2;4;2;4;1;1;3;3;3;2;2;2;3;3;2;3;3;3;4;4;3;Masculino;1976 a 1985;Mestre;Entre 1 e 4 salários mínimos;Entre 11 e 15 anos;Outros;Estadual;Executivo;2020-01-20 13:15:27.000
Sim;2;2;1;3;4;1;3;4;3;1;3;1;1;5;3;4;1;4;5;5;1;3;3;1;4;4;4;4;1;5;1;2;4;1;1;5;2;3;4;4;1;2;3;1;2;2;5;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 10 e 14 salários mínimos;Entre 11 e 15 anos;Outros;Federal;Executivo;2020-01-20 13:17:22.000
Sim;5;3;1;4;5;2;3;3;2;3;2;2;2;2;2;5;2;4;5;3;2;2;2;4;3;4;3;3;3;3;2;3;3;3;3;3;3;3;4;4;2;1;2;2;1;1;1;Masculino;1986 a 1995;Superior;Entre 1 e 4 salários mínimos;Entre 0 e 5 anos;Administrativa;Estadual;Executivo;2020-01-20 13:37:21.000
Sim;5;4;1;5;4;4;3;4;3;4;4;1;1;3;3;4;1;3;4;4;4;2;2;4;4;4;4;5;4;4;4;3;5;4;4;1;4;2;2;5;2;1;4;4;5;5;5;Feminino;1966 a 1975;Mestre;Mais de 15 salários mínimos;Entre 16 e 20 anos;Outros;Federal;Executivo;2020-01-20 16:36:23.000
Sim;1;1;1;5;1;1;4;4;5;5;1;1;5;4;3;5;1;3;5;4;5;5;3;3;3;3;3;1;1;5;4;3;1;5;2;1;1;1;5;5;1;3;5;4;1;4;1;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 6 e 10 anos;Administrativa;Estadual;Outro;2020-01-20 18:57:40.000
Sim;4;4;2;4;3;1;4;3;3;3;3;2;3;4;4;4;2;4;5;4;4;4;3;3;3;2;3;3;4;1;1;3;3;2;3;2;3;5;3;3;2;1;3;3;3;3;2;Feminino;1976 a 1985;Mestre;Entre 1 e 4 salários mínimos;Entre 6 e 10 anos;Saúde;Estadual;Executivo;2020-01-20 21:04:53.000
Sim;1;3;1;3;3;1;3;3;1;3;3;1;1;3;3;5;1;3;5;5;3;3;3;1;1;5;3;5;3;1;1;5;3;5;5;3;5;3;1;5;3;1;3;3;3;5;3;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 10 e 14 salários mínimos;Acima de 35 anos;Outros;Estadual;Judiciário;2020-01-24 14:49:45.000
Sim;5;5;1;3;3;3;2;3;3;3;4;2;3;4;4;5;4;4;5;3;4;4;4;4;3;1;4;4;5;3;5;4;5;2;5;1;5;1;2;5;4;1;5;5;5;5;5;Feminino;1956 a 1965;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 31 e 35 anos;Saúde;Estadual;Outro;2020-01-24 21:59:01.000
Sim;3;3;1;5;3;1;3;4;4;3;2;4;3;4;4;2;2;3;5;4;4;3;4;4;3;3;3;4;4;2;1;3;3;4;4;3;3;2;3;4;2;1;3;4;4;4;4;Masculino;1966 a 1975;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 0 e 5 anos;Fiscal;Municipal;Executivo;2020-01-27 13:54:22.000
Sim;4;3;1;5;4;3;4;4;3;5;4;1;5;5;5;3;1;4;5;5;4;4;4;4;4;4;4;5;5;1;4;5;5;5;5;1;5;1;1;5;5;1;5;5;5;5;4;Masculino;1956 a 1965;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 11 e 15 anos;Direito;Municipal;Executivo;2020-01-27 13:58:48.000
Sim;4;5;1;5;3;1;3;5;5;3;1;3;2;4;4;5;3;1;5;5;4;5;5;5;5;3;3;3;3;3;2;3;3;3;3;1;3;1;3;5;5;1;3;5;5;5;5;Feminino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 6 e 10 anos;Fiscal;Municipal;Executivo;2020-01-27 15:58:53.000
Sim;4;4;1;5;4;4;4;5;4;4;4;1;4;4;5;4;1;4;5;5;4;4;3;4;4;4;4;4;5;1;1;3;5;3;5;1;5;1;1;5;4;1;5;4;5;5;5;Feminino;1966 a 1975;Pós-graduado (Lato Sensu);Entre 10 e 14 salários mínimos;Entre 31 e 35 anos;Administrativa;Municipal;Executivo;2020-01-27 16:29:38.000
Sim;2;2;1;4;2;1;3;3;3;3;5;4;3;4;5;5;1;5;5;1;3;3;4;5;5;5;4;5;5;1;5;3;4;4;3;2;5;1;1;3;4;1;5;4;5;5;4;Masculino;1956 a 1965;Superior;Entre 5 e 9 salários mínimos;Entre 0 e 5 anos;Fiscal;Municipal;Executivo;2020-01-27 16:34:22.000
Sim;1;1;1;3;2;1;5;5;1;1;1;1;1;2;2;2;1;1;5;3;5;4;4;4;4;5;4;5;5;1;2;2;5;5;5;1;5;1;1;5;5;1;4;5;5;4;5;Feminino;1945 a 1955;Pós-graduado (Lato Sensu);Entre 1 e 4 salários mínimos;Entre 11 e 15 anos;Administrativa;Municipal;Executivo;2020-01-27 16:41:41.000
Sim;4;4;1;3;2;1;4;4;1;2;3;5;3;4;3;4;1;2;5;5;5;3;4;4;4;3;5;4;3;1;2;4;4;3;4;1;2;1;2;3;2;1;4;5;5;5;1;Masculino;1966 a 1975;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 26 e 30 anos;Fiscal;Municipal;Executivo;2020-01-27 16:47:16.000
Sim;4;2;1;5;4;1;5;5;2;5;1;1;4;4;4;4;1;4;5;1;4;2;5;5;4;4;4;5;5;1;1;4;5;5;5;3;5;1;1;5;4;1;5;4;4;4;5;Feminino;1976 a 1985;Superior;Entre 1 e 4 salários mínimos;Entre 11 e 15 anos;Fiscal;Municipal;Executivo;2020-01-27 17:08:50.000
Sim;4;4;1;4;4;5;4;3;4;4;3;2;4;4;4;4;2;4;5;4;5;4;4;3;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;4;2;1;4;4;4;4;4;Masculino;1966 a 1975;Superior;Mais de 15 salários mínimos;Entre 6 e 10 anos;Fiscal;Municipal;Executivo;2020-01-27 20:15:02.000
Sim;1;2;1;5;5;5;5;5;3;4;4;4;5;5;5;4;3;4;4;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;5;5;5;5;5;5;4;4;4;4;4;4;4;Masculino;1966 a 1975;Superior;Entre 1 e 4 salários mínimos;Entre 16 e 20 anos;Administrativa;Municipal;Executivo;2020-01-28 07:23:10.000
Sim;4;3;3;2;3;2;2;2;2;2;2;2;2;2;2;4;5;1;4;2;1;4;3;3;3;3;3;3;3;4;1;2;2;5;2;2;2;5;5;3;3;4;2;2;2;2;1;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 6 e 10 anos;Outros;Municipal;Executivo;2020-01-28 09:06:39.000
Sim;4;4;1;5;5;4;5;4;4;4;4;1;5;4;5;5;1;5;5;4;4;4;4;4;4;4;4;4;5;2;2;4;5;4;5;1;5;1;1;5;4;1;5;5;5;5;4;Masculino;1976 a 1985;Superior;Mais de 15 salários mínimos;Entre 11 e 15 anos;Fiscal;Municipal;Executivo;2020-01-28 09:10:16.000
Sim;3;2;1;4;5;4;5;5;2;5;4;1;5;5;5;3;2;5;5;5;4;4;4;4;4;5;4;5;4;1;1;4;5;5;5;1;5;3;2;5;5;1;4;4;4;4;4;Feminino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 6 e 10 anos;Direito;Municipal;Executivo;2020-01-28 14:34:43.000
Sim;1;2;1;4;1;1;1;5;3;4;5;1;3;3;3;1;1;4;5;5;5;5;5;3;3;3;5;5;5;1;5;4;5;1;5;3;5;5;1;5;5;1;5;5;4;5;5;Feminino;1966 a 1975;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 31 e 35 anos;Administrativa;Municipal;Executivo;2020-01-28 15:40:21.000
Sim;4;3;1;4;3;3;3;3;1;4;3;1;4;4;4;4;3;3;4;2;4;3;3;5;3;4;4;4;4;1;3;2;4;4;4;2;5;1;2;4;3;1;3;2;2;4;2;Masculino;1976 a 1985;Superior;Entre 1 e 4 salários mínimos;Entre 6 e 10 anos;Administrativa;Municipal;Executivo;2020-01-28 18:02:51.000
Sim;4;4;1;5;5;1;4;4;4;4;4;4;1;3;3;4;1;4;5;4;4;1;4;5;5;5;5;4;5;5;1;4;5;4;4;4;5;1;4;5;5;1;5;5;5;5;4;Feminino;1976 a 1985;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 6 e 10 anos;Fiscal;Municipal;Executivo;2020-01-28 23:25:05.000
Sim;5;4;1;3;3;3;4;4;5;5;4;1;4;5;4;5;1;4;5;4;2;4;4;5;3;3;3;4;3;1;3;3;3;3;4;1;3;3;2;5;3;1;5;5;5;5;4;Feminino;1966 a 1975;Superior;Mais de 15 salários mínimos;Entre 21 e 25 anos;Outros;Federal;Executivo;2020-02-02 14:33:09.000
Sim;4;4;1;4;4;2;3;3;3;4;3;1;4;5;4;5;1;5;5;3;4;3;3;2;4;3;5;4;3;3;1;4;4;4;4;4;3;3;3;4;2;2;3;2;3;3;3;Feminino;1986 a 1995;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 6 e 10 anos;Segurança;Estadual;Executivo;2020-02-03 13:22:55.000
Sim;4;4;1;2;5;3;4;4;2;5;4;2;2;4;4;5;1;4;5;1;4;1;2;4;1;4;1;4;4;3;1;4;2;1;4;1;4;2;4;4;2;1;4;2;4;5;4;Feminino;1986 a 1995;Mestre;Entre 1 e 4 salários mínimos;Entre 0 e 5 anos;Educação;Municipal;Executivo;2020-02-13 11:08:12.000
